Filename,Edge Density
DOG_processed_96.npy,0.32421875
DOG_processed_11793.npy,0.37017822265625
CAT_processed_8733.npy,0.22967529296875
CAT_processed_2526.npy,0.35382080078125
CAT_processed_4005.npy,0.309326171875
DOG_processed_10561.npy,0.351318359375
hornbill_processed_68d0db3e31.npy,0.31256103515625
CAT_processed_7198.npy,0.33184814453125
DOG_processed_4835.npy,0.367919921875
CAT_processed_6518.npy,0.37249755859375
CAT_processed_11509.npy,0.3575439453125
DOG_processed_8019.npy,0.221923828125
DOG_processed_1712.npy,0.35296630859375
CAT_processed_10692.npy,0.3055419921875
DOG_processed_11859.npy,0.32440185546875
DOG_processed_7167.npy,0.371337890625
DOG_processed_8074.npy,0.3670654296875
bee_processed_5b2a142324.npy,0.22613525390625
DOG_processed_2821.npy,0.3692626953125
CAT_processed_801.npy,0.316162109375
rat_processed_9c9144de63.npy,0.08319091796875
CAT_processed_3799.npy,0.221923828125
CAT_processed_5730.npy,0.34344482421875
DOG_processed_9601.npy,0.3623046875
DOG_processed_5221.npy,0.36468505859375
CAT_processed_10056.npy,0.3316650390625
hummingbird_processed_66c033e405.npy,0.27972412109375
CAT_processed_7322.npy,0.3651123046875
CAT_processed_1328.npy,0.29833984375
CAT_processed_9884.npy,0.34942626953125
CAT_processed_11515.npy,0.3427734375
DOG_processed_624.npy,0.368896484375
CAT_processed_2720.npy,0.3026123046875
CAT_processed_966.npy,0.35113525390625
CAT_processed_10012.npy,0.3272705078125
CAT_processed_5706.npy,0.29150390625
DOG_processed_8871.npy,0.3385009765625
hyena_processed_0c6221bc77.npy,0.31573486328125
DOG_processed_10072.npy,0.3468017578125
crow_processed_97d6ef43cd.npy,0.33526611328125
CAT_processed_6923.npy,0.34814453125
CAT_processed_10054.npy,0.3360595703125
dragonfly_processed_1dcc415373.npy,0.13677978515625
parrot_processed_3de507dbb6.npy,0.37042236328125
DOG_processed_10978.npy,0.37469482421875
wombat_processed_4cb5b93d17.npy,0.37261962890625
CAT_processed_6068.npy,0.353759765625
CAT_processed_2752.npy,0.3399658203125
CAT_processed_10656.npy,0.3070068359375
